file,class,method,variable,usage
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,actionPerformed/1[java.awt.event.ActionEvent],send,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,actionPerformed/1[java.awt.event.ActionEvent],ta,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,run/0,ser,7
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,run/0,s,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,run/0,rin,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,run/0,num,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,run/0,users,4
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,"out2/2[byte[],int]",out,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,"sending/3[int,byte[],java.lang.String]",ser,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,"sending/3[int,byte[],java.lang.String]",b,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,"sending/3[int,byte[],java.lang.String]",out,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,"mul2/3[java.net.Socket,server3,int]",ser,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,"mul2/3[java.net.Socket,server3,int]",rin,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,"mul2/3[java.net.Socket,server3,int]",num,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,"mul2/3[java.net.Socket,server3,int]",client,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,"mul2/3[java.net.Socket,server3,int]",out,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,out1/1[java.lang.String],b,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,mul2,out1/1[java.lang.String],out,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,mousePressed/1[java.awt.event.MouseEvent],ext,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,mousePressed/1[java.awt.event.MouseEvent],file,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,mousePressed/1[java.awt.event.MouseEvent],mess,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,paint/1[java.awt.Graphics],img2,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,paint/1[java.awt.Graphics],img1,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,dt,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,date,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,ext,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,vis,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,help,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,file,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,men,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,mess,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,addr,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,img2,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\menu1.java,menu1,menu1/0,img1,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chatform1.java,quitting,run/0,kin,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chatform1.java,quitting,"quitting/2[java.io.DataOutputStream,java.lang.String]",kin,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chatform1.java,quitting,"quitting/2[java.io.DataOutputStream,java.lang.String]",user,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chatform1.java,quitting,"quitting/2[java.io.DataOutputStream,java.lang.String]",out,3
